Input Query: BMC Molecular Biology Evaluation of potential reference genes in real-time RT-PCR studies of Atlantic salmon
topicNo score[0] rank_counter score[1] 
None 00bcb473981508327f658d20a01547e6f1245310 55 0.18562971634010436 
None 0c0dbf4bc137fb862c9d69c3a771a26e4a28d01d 56 0.18309026849322554 
None 00a00d0edc750db4a0c299dd1ec0c6871f5a4f24 57 0.18257538966312062 
None 0bcc4d843bd37ae1c8623e45dab6fff11263f798 58 0.17892584491527264 
None 0b5edd2e409c245c0934d4e7cb2d04f1c1fe1731 59 0.1783955225243004 
None 00adbbcc70c39794b7d91a479943c84cc33db30a 60 0.17719566478399 
None 0aa722f09c872856c8bc2097e8e56107c8119c72 61 0.17150498500375394 
None 0b8c67ac3dbc51ec4287e9a76541767146106129 62 0.17109881491396095 
None 0a76f40f5ae91395a09ca16c42949b8ee9525ead 63 0.17105048559148117 
None 0a84f279d717c0b06d9ae6fd427985dfe8bb71c6 64 0.17017610741818068 
None 0a0571a18973e6198245c720980385ce77c7a153 65 0.16731110012118564 
None 0b15ffcdd9015c078588e5288d9e46667611d6b2 66 0.16729748899693558 
None 0a64b2c55fc2091358da4f83ac6fdc7701ddb46e 67 0.1672041733972524 
None 0b1515138984b9f9f2d08a8aaedc388846b531d4 68 0.16704965193603494 
None 0ba56d8d00d9a7761ca1110f0ee1ba330cef767b 69 0.15548696055339073 
None 0a6ec52257d9a88992564d9c0c83f1bfcf54acc9 70 0.1542239116553609 
None 0b4cd5bc868e1d858b9beaf9d4109a481df31a8e 71 0.14594561138278297 
None 0b5f8aa815f121c29d72e06b6fa8f1e1f7baa64c 72 0.14553157558549276 
None 0be8d44cdaf0b7cca9697c33a590770f9d6e7fd0 73 0.1448847995774701 
None 0b460e73926eb107001c95c0dfeae2362b4251b0 74 0.14343422101887762 
None 0ba1801a150e25b029cf3c2a38573435b21dea80 75 0.13795061925468846 
None 0b4a1c61877f9783c5bb5f3eaf53e76c1096cc33 76 0.13010816557376584 
None 0a9cafd7b271164aee46f199e31d652d5b29da8a 77 0.12491564339268786 
None 0a0147800d4984f382f5ccb44abb6af6fdf65399 78 0.12226374525599697 
None 0babc8288cb5191ee7a1bf37511b415add1cc682 79 0.11585654692466439 
None 0bd9e38537d45c72b8507471690027a78f8f4584 80 0.09200375978409045 
None 0ad29b032fe87db2641893f4cc880c22f2107712 81 0.0885333681136623 
None 0a39190987452f902263cff390b8d2e46b98402c 82 0.06700646855760611 
None 0b703c00445f6c0bdd40d95f8e9dbd405a3a1e36 83 0.06639203637640285 
None 0c0e91904a6c84a7ee80cc69fe83370aaa3ca708 84 0.06630172067231667 
None 0b1169ce2ade4c99af8c18a64787708ae014cf1b 85 0.05978018894784833 
None 0aefcfb7f8f424c21f70dbb39518ea15fa9f01cb 86 0.059236727021796505 
None 0a0bc6bc993e37df9be46a2c80e969cbac5a89db 87 0.04940253355865737 
None 0a6d27149c1fc958d4f6a598cc165a7cb0ee0185 88 0.043665657076944565 
None 0ab9753b9860f6b8c433f07e1bf96c98f452ecb1 89 0.03773318950107742 
None 0ad93a12dda6aba8b62f2108fa4dd0b25c1337ea 90 0.02757631481147279 
None 0a19aacc124c9c42d66d481a9d0c837a76a252e6 91 0.024676616795993367 
None 0ba9eb42f3e220c2b2fc9c22937aa51123e8b3aa 92 0.02449694159596771 
None 0ae08d570fd266cc5c5e7f7f21b52b068f67a505 93 0.024011346679590227 
None 0bc64ef316cd141b76252306fd889ee9108f1bd1 94 0.020825836858075535 
None 0a6d3a2d7197b1d4ac24d24f2f154b5fa583f230 95 0.02079857851569712 
None 0a4f344f96d5a21e3d0f33e199983738c37a1631 96 0.020657765560418803 
None 0acbde5c3e5d4f964215218392e5fe30231920e9 97 0.0205663672343217 
None 0b543687ad302dd86a29f907f314836e2cda5f3a 98 0.020137645479266306 
